Academic Year,TAP College Code,Federal School Code,TAP College Name,TAP Sector Group,Scholarship Headcount,Scholarship FTE,Scholarship Dollars
2011,5075,2790,NYACK COLLEGE,5-INDEPENDENT,2,1.38,"$7,280.63 "
2011,5070,2796,POLYTECHNIC UNIVERSITY,5-INDEPENDENT,2,1.25,"$6,618.76 "
2011,5035,2711,CORNELL UNIV.-JOHNSON GRAD SCHOOL,5-INDEPENDENT,2,2,"$10,590.00 "
2011,5011,2667,DOWLING COLLEGE,5-INDEPENDENT,2,3,"$15,885.00 "
2011,2300,2772,MERCY COLLEGE,5-INDEPENDENT,2,1,"$5,295.00 "
2011,2262,13029,BORICUA COLLEGE,5-INDEPENDENT,2,2,"$1,000.00 "
2011,2093,2763,MARIA COLLEGE-REGULAR DAY,5-INDEPENDENT,2,2,"$10,590.00 "
2011,1610,11614,CHAMPLAIN VLY SCHL OF RADIOLOGY,8-OTHER,2,1.5,"$1,250.00 "
2011,1420,4765,CUNY GRAD SCH UNDERGRAD PROG,1-CUNY SR,2,1.75,"$7,332.00 "
2011,5105,2772,MERCY COLLEGE GRAD,5-INDEPENDENT,2,0.92,"$3,818.26 "
2011,550,20690,NEW YORK SCHOOL INTERIOR DESIGN,5-INDEPENDENT,2,1.5,"$1,250.00 "
2011,437,12364,ST PAUL'S SCH NURSING,5-INDEPENDENT,2,1,"$5,283.90 "
2011,5755,2748,LEMOYNE COLLEGE GRAD,5-INDEPENDENT,2,1.88,"$9,486.62 "
2011,5955,2825,ST JOSEPHS COLLEGE,5-INDEPENDENT,2,0.75,"$22,455.00 "
2011,190,6445,CROUSE HOSPITAL,5-INDEPENDENT,2,1.5,"$5,920.00 "
2011,45,6438,PHILLIPS BETH ISRAEL SCH.NURSING,5-INDEPENDENT,2,1.5,"$1,750.00 "
2011,7895,7405,WOOD TOBE-COBURN SCHOOL,6-BUS. DEGREE,1,1,$500.00 
2011,8501,22878,"NATIONAL TRACTOR TRAILER SCHOOL,",VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$2,647.50 "
2011,7941,20937,LONG ISLAND BUSINESS INSTITUTE,6-BUS. DEGREE,1,0.75,"$9,757.50 "
2011,7880,22652,GLOBAL BUSINESS INSTITUTE,7-BUS. NON-DEG,1,1,$500.00 
2011,7845,4811,EVEREST INSTITUTE,6-BUS. DEGREE,1,0.33,"$1,765.00 "
2011,7837,107329,ITT TECHNICAL INSTITUTE,6-BUS. DEGREE,1,1,"$5,295.00 "
2011,7718,4799,MONROE COLLEGE,6-BUS. DEGREE,1,1,$500.00 
2011,7510,22195,EMPIRE EDUCATION CORPORATION,6-BUS. DEGREE,1,1,$450.00 
2011,7262,20757,BRIARCLIFFE COLLEGE,6-BUS. DEGREE,1,1,"$5,295.00 "
2011,6121,5208,COLL WESTCHESTER 4YR BBA EVE,6-BUS. DEGREE,1,1,"$5,295.00 "
2011,5660,2707,COLUMBIA UNIV  ARCHITECTURE GRAD,5-INDEPENDENT,1,1,"$5,295.00 "
2011,5655,2707,COLUMBIA UNIV ENGINEER GRAD,5-INDEPENDENT,1,0.5,"$2,647.50 "
2011,5600,38813,GRADUATE COLLEGE UNION UNIVERSITY,5-INDEPENDENT,1,0.67,"$3,530.00 "
2011,5590,2847,SUC ONEONTA,3-SUNY SO,1,0.5,$667.53 
2011,5585,2844,SUC FREDONIA,3-SUNY SO,1,0.13,$661.88 
2011,5550,2669,BANK ST COLL OF EDUC,5-INDEPENDENT,1,0.33,"$1,765.09 "
2011,5540,2840,SUNY UPSTATE MEDICAL UNIV. (GRAD),3-SUNY SO,1,1,"$5,295.00 "
2011,5518,4799,MONROE COLLEGE,6-BUS. DEGREE,1,0.38,$606.60 
2011,5486,2707,COLUMBIA UNIV NURSING GRAD,5-INDEPENDENT,1,0.5,"$2,647.50 "
2011,5475,2887,ALBANY MEDICAL COLLEGE,5-INDEPENDENT,1,1,"$5,295.00 "
2011,5470,2886,ALBANY LAW SCHOOL,5-INDEPENDENT,1,1,"$5,295.00 "
2011,5455,2782,NEW YORK INST TECH,5-INDEPENDENT,1,1,"$5,295.00 "
2011,5355,2704,COLL OF NEW ROCHELLE GRAD,5-INDEPENDENT,1,0.33,"$12,840.00 "
2011,5268,2732,HOFSTRA UNIVERSITY,5-INDEPENDENT,1,1,"$5,295.00 "
2011,5220,2699,CLARKSON UNIVERSITY- GRAD,5-INDEPENDENT,1,0.5,"$2,647.50 "
2011,5200,2668,ALFRED UNIVERSITY GRAD,5-INDEPENDENT,1,0.88,"$4,595.64 "
2011,5151,9895,YESHIVA UNIVERSITY,5-INDEPENDENT,1,1,"$5,295.00 "
2011,5132,2837,SUNY BUFFALO,3-SUNY SO,1,1.25,"$6,543.75 "
2011,5050,20662,THE NEW SCHOOL,5-INDEPENDENT,1,0.75,"$3,971.26 "
2011,5040,2722,FORDHAM UNIVERSITY,5-INDEPENDENT,1,0.25,"$1,248.75 "
2011,5025,2707,COLUMBIA UNIV ARTS GRAD,5-INDEPENDENT,1,1,"$5,295.00 "
2011,5017,12277,NEW YORK CHIROPRACTIC COLLEGE,5-INDEPENDENT,1,1,"$5,295.00 "
2011,3026,2858,LICH TEACHOUT SUNY FARMINGDALE,3-SUNY SO,1,0.5,$250.00 
2011,2320,21700,SWEDISH INSTITUTE,6-BUS. DEGREE,1,0.5,"$2,497.50 "
2011,2051,2713,DOMINICAN COLLEGE OF BLAUVELT,5-INDEPENDENT,1,0.67,"$3,530.00 "
2011,1550,21601,GENEVA GENERAL HOSPITAL,8-OTHER,1,0.33,$150.00 
2011,1075,7465,AMERICAN ACAD OF DRAMATIC ARTS,6-BUS. DEGREE,1,1,"$5,295.00 "
2011,5271,7022,CUNY HERBERT H LEHMAN GRAD,1-CUNY SR,1,0.25,"$1,248.75 "
2011,840,9248,SAMARITAN HOSP NURSING,5-INDEPENDENT,1,0.92,"$4,588.43 "
2011,762,2825,ST JOSEPHS COLLEGE - WEEKEND,5-INDEPENDENT,1,0.67,"$2,271.16 "
2011,5435,2758,MANHATTAN COLLEGE,5-INDEPENDENT,1,0.38,"$1,948.14 "
2011,641,2805,ROBERTS WESLEYAN COLLEGE,5-INDEPENDENT,1,0.67,$333.34 
2011,5510,4762,WEILL MEDICAL COLLEGE OF CORNELL,5-INDEPENDENT,1,1,"$5,295.00 "
2011,5536,2839,SUNY DOWNSTATE MED CENTER GRAD,3-SUNY SO,1,1,"$5,295.00 "
2011,5575,2882,SYRACUSE UNIVERSITY LAW,5-INDEPENDENT,1,1,"$5,295.00 "
2011,5685,2779,NAZARETH COLLEGE GRAD,5-INDEPENDENT,1,0.5,"$2,647.50 "
2011,355,40953,THE KING'S COLLEGE,5-INDEPENDENT,1,1,$500.00 
2011,210,6448,THE BELANGER SCHOOL OF NURSING,5-INDEPENDENT,1,1.25,"$6,043.00 "
2011,166,2707,COLUMBIA UNIV NURSING PROG,5-INDEPENDENT,1,0.5,$250.00 
2011,7690,9003,OLEAN BUSINESS INST,6-BUS. DEGREE,1,1,"$5,295.00 "
2010,175,2711,CORNELL UNIVERSITY,5-INDEPENDENT,967,769.75,"$675,340.05 "
2010,1010,2837,SUNY BUFFALO,3-SUNY SO,877,826.42,"$858,845.90 "
2010,880,2836,SUNY BINGHAMTON,3-SUNY SO,803,775.54,"$932,444.20 "
2010,875,2838,SUNY STONY BROOK,3-SUNY SO,742,707.08,"$806,640.35 "
2010,555,2785,NEW YORK UNIVERSITY,5-INDEPENDENT,715,668.17,"$818,352.82 "
2010,650,2806,ROCHESTER INSTITUTE OF TECHLGY,5-INDEPENDENT,650,559.12,"$527,072.50 "
2010,920,2845,SUC GENESEO,3-SUNY SO,636,609,"$586,923.83 "
2010,174,2711,CORNELL UNIV STATUTORY COLLEGES,3-SUNY SO,598,411,"$339,161.20 "
2010,1411,2688,CUNY CITY COLLEGE,1-CUNY SR,522,462.5,"$421,814.99 "
2010,1413,2689,CUNY HUNTER COLLEGE,1-CUNY SR,507,455.75,"$395,405.18 "
2010,985,2882,SYRACUSE UNIVERSITY (UNDERGRAD),5-INDEPENDENT,506,483,"$553,732.04 "
2010,1015,2894,UNIVERSITY OF ROCHESTER,5-INDEPENDENT,504,495,"$396,889.20 "
2010,751,2823,ST JOHNS UNIVERSITY,5-INDEPENDENT,486,473.25,"$697,166.65 "
2010,895,2835,SUNY ALBANY (UNDERGRAD),3-SUNY SO,409,378.54,"$813,478.64 "
2010,635,2803,RENSSELAER POLYTECHNIC INST,5-INDEPENDENT,393,373,"$332,628.20 "
2010,1409,7273,CUNY BARUCH COLLEGE,1-CUNY SR,375,331.42,"$374,422.65 "
2010,1416,2690,CUNY QUEENS COLLEGE,1-CUNY SR,328,281.75,"$291,453.84 "
2010,245,2722,FORDHAM UNIVERSITY,5-INDEPENDENT,319,307.5,"$529,933.29 "
2010,120,2699,CLARKSON UNIVERSITY,5-INDEPENDENT,296,282,"$231,139.60 "
2010,1410,2687,CUNY BROOKLYN COLLEGE,1-CUNY SR,291,243.04,"$249,114.61 "
2010,330,2739,ITHACA COLLEGE,5-INDEPENDENT,289,280.25,"$344,692.72 "
2010,900,2841,SUC BROCKPORT (UNDERGRAD),3-SUNY SO,277,256.29,"$477,408.76 "
2010,90,2681,CANISIUS COLLEGE,5-INDEPENDENT,235,226.5,"$204,819.50 "
2010,150,2707,COLUMBIA UNIV,5-INDEPENDENT,230,226,"$224,780.75 "
2010,935,2848,SUC OSWEGO (UNDERGRAD),3-SUNY SO,228,208.79,"$445,066.63 "
2010,1414,2693,CUNY JOHN JAY COLLEGE,1-CUNY SR,202,165.83,"$226,259.13 "
2010,945,2850,SUC POTSDAM,3-SUNY SO,198,183.88,"$354,412.25 "
2010,930,2847,SUC ONEONTA,3-SUNY SO,190,178.17,"$304,830.24 "
2010,403,2751,LONG ISLAND UNIVERSITY,5-INDEPENDENT,190,176,"$569,171.62 "
2010,685,2816,SIENA COLLEGE,5-INDEPENDENT,188,181.25,"$304,904.57 "
2010,915,2844,SUC FREDONIA,3-SUNY SO,185,173,"$255,012.20 "
2010,910,2843,SUC CORTLAND (UNDERGRAD),3-SUNY SO,181,169,"$573,567.79 "
2010,905,2842,SUC BUFFALO,3-SUNY SO,180,161.63,"$346,436.30 "
2010,925,2846,SUC NEW PALTZ,3-SUNY SO,179,168.75,"$321,837.08 "
2010,300,2732,HOFSTRA UNIVERSITY,5-INDEPENDENT,169,158.5,"$304,912.76 "
2010,2065,10684,ERIE COMMUNITY COLL - ALL CAMPUS,4-SUNY CC,167,128.33,"$246,440.76 "
2010,940,2849,SUNY PLATTSBURGH,3-SUNY SO,165,147.88,"$222,888.13 "
2010,1412,7022,CUNY HERBERT H LEHMAN COLLEGE,1-CUNY SR,163,142.17,"$143,383.58 "
2010,2180,2872,MONROE COMMUNITY COLLEGE,4-SUNY CC,161,119.96,"$216,603.71 "
2010,775,2829,ST LAWRENCE UNIVERSITY,5-INDEPENDENT,161,156,"$153,662.20 "
2010,155,2708,BARNARD COLLEGE,5-INDEPENDENT,160,154.75,"$124,527.50 "
2010,735,2821,ST JOHN FISHER COLLEGE,5-INDEPENDENT,155,150.5,"$132,735.10 "
2010,525,2779,NAZARETH COLLEGE,5-INDEPENDENT,153,146.5,"$142,413.75 "
2010,375,2748,LEMOYNE COLLEGE,5-INDEPENDENT,143,136,"$133,682.50 "
2010,440,2765,MARIST COLLEGE,5-INDEPENDENT,142,133.75,"$403,491.40 "
2010,995,2885,ALBANY COLLEGE OF PHARMACY,5-INDEPENDENT,141,137.5,"$102,686.25 "
2010,2185,2875,ONONDAGA COMMUNITY COLLEGE,4-SUNY CC,140,107.92,"$300,467.63 "
2010,913,10286,SUC EMPIRE STATE COLLEGE,3-SUNY SO,140,92.87,"$409,711.21 "
2010,1030,2895,VASSAR COLLEGE,5-INDEPENDENT,136,130,"$100,254.00 "
2010,10,2666,ADELPHI UNIVERSITY,5-INDEPENDENT,133,125.5,"$192,162.56 "
2010,405,2758,MANHATTAN COLLEGE,5-INDEPENDENT,131,128,"$278,393.71 "
2010,270,2728,HAMILTON COLLEGE,5-INDEPENDENT,129,128,"$142,071.49 "
2010,125,2701,COLGATE UNIVERSITY,5-INDEPENDENT,124,121,"$133,138.40 "
2010,990,2889,UNION COLLEGE,5-INDEPENDENT,122,119.17,"$121,955.90 "
2010,1417,2698,CUNY COL STATEN ISLAND,1-CUNY SR,118,96.54,"$247,856.94 "
2010,215,2718,ELMIRA COLLEGE,5-INDEPENDENT,116,114.5,"$171,075.45 "
2010,560,2788,NIAGARA UNIVERSITY,5-INDEPENDENT,114,108.25,"$103,064.70 "
2010,305,2734,HOUGHTON COLLEGE,5-INDEPENDENT,113,107.5,"$113,012.75 "
2010,140,2705,COLLEGE OF SAINT ROSE,5-INDEPENDENT,112,103.5,"$176,997.49 "
2010,610,2796,POLYTECHNIC UNIVERSITY,5-INDEPENDENT,110,103.79,"$96,383.29 "
2010,758,2825,ST JOSEPHS COLLEGE,5-INDEPENDENT,109,105,"$220,008.55 "
2010,855,2814,SKIDMORE COLLEGE,5-INDEPENDENT,107,106,"$137,089.20 "
2010,590,2791,PACE UNIVERSITY,5-INDEPENDENT,104,93.5,"$152,654.94 "
2010,295,2731,HOBART AND WILLIAM SMITH COLLEGES,5-INDEPENDENT,104,101,"$89,886.10 "
2010,1405,2696,CUNY NYC COLLEGE OF TECHNOLOGY,1-CUNY SR,102,74.04,"$85,209.70 "
2010,950,2851,SUC ENV SCI&FORESTRY,3-SUNY SO,99,92.5,"$95,336.00 "
2010,2120,2782,NEW YORK INST TECH 4YR,5-INDEPENDENT,95,88.75,"$129,309.52 "
2010,865,10142,TOURO COLLEGE,5-INDEPENDENT,90,82,"$157,995.97 "
2010,168,2707,COLUMBIA UNIV SCH ENGINEERING,5-INDEPENDENT,85,84,"$79,686.00 "
2010,670,2808,DAEMEN COLLEGE,5-INDEPENDENT,84,78.5,"$90,041.40 "
2010,695,2817,ST BONAVENTURE UNIVERSITY,5-INDEPENDENT,80,76.75,"$94,061.44 "
2010,1418,4759,CUNY YORK COLLEGE,1-CUNY SR,78,67.54,"$57,364.44 "
2010,6730,8556,BERKELEY COLLEGE,6-BUS. DEGREE,78,72.67,"$303,193.02 "
2010,2105,2871,MOHAWK VALLEY COMMUNITY COLLEGE,4-SUNY CC,77,65.67,"$138,090.43 "
2010,1404,2691,CUNY MANHATTAN CC,2-CUNY CC,76,51.58,"$107,964.88 "
2010,1085,2903,YESHIVA UNIVERSITY,5-INDEPENDENT,76,73.25,"$77,590.00 "
2010,1022,2883,SYRACUSE UNIV UTICA COLLEGE,5-INDEPENDENT,76,73.25,"$73,394.97 "
2010,325,2737,IONA COLLEGE,5-INDEPENDENT,76,72,"$201,081.10 "
2010,640,2805,ROBERTS WESLEYAN COLLEGE,5-INDEPENDENT,75,70,"$71,234.17 "
2010,2113,2873,NASSAU COMMUNITY COLLEGE,4-SUNY CC,73,57.04,"$232,535.91 "
2010,2157,2878,SUFFOLK COMMUNITY COLLEGE,4-SUNY CC,70,50.17,"$193,776.50 "
2010,1402,2694,CUNY KINGSBOROUGH CC,2-CUNY CC,70,48.33,"$114,010.19 "
2010,970,6791,SUC PURCHASE,3-SUNY SO,70,66.75,"$204,771.75 "
2010,1403,10051,CUNY LAGUARDIA CC,2-CUNY CC,64,44.5,"$106,322.03 "
2010,2256,7532,FINGER LAKES COMMUNITY COLLEGE,4-SUNY CC,62,53.67,"$149,977.24 "
2010,2080,2868,HUDSON VALLEY COMMUNITY COLLEGE,4-SUNY CC,61,46.58,"$50,146.34 "
2010,591,2791,PACE UNIVERSITY WESTCHESTER,5-INDEPENDENT,61,54.33,"$176,368.61 "
2010,2100,2772,MERCY COLLEGE,5-INDEPENDENT,59,53.67,"$192,400.71 "
2010,20,2668,ALFRED UNIVERSITY,5-INDEPENDENT,57,52.5,"$70,013.30 "
2010,195,2712,D'YOUVILLE COLLEGE,5-INDEPENDENT,56,52,"$77,836.89 "
2010,285,2729,HARTWICK COLLEGE,5-INDEPENDENT,55,54.5,"$74,924.00 "
2010,1040,2899,WAGNER COLLEGE,5-INDEPENDENT,54,52.5,"$135,991.53 "
2010,170,2710,COOPER UNION ADVNCMT SCI ART,5-INDEPENDENT,52,52,"$48,536.00 "
2010,2110,2778,MOUNT SAINT MARY COLLEGE,5-INDEPENDENT,51,46.5,"$323,391.70 "
2010,2085,2869,JAMESTOWN COMMUNITY COLLEGE,4-SUNY CC,51,43.42,"$69,763.52 "
2010,500,2775,MOLLOY COLLEGE,5-INDEPENDENT,51,49.25,"$158,350.11 "
2010,2220,2870,JEFFERSON COMMUNITY COLLEGE,4-SUNY CC,49,31.29,"$72,348.76 "
2010,755,2825,ST JOSEPHS COLLEGE,5-INDEPENDENT,46,45.25,"$83,697.35 "
2010,35,2671,BARD COLLEGE,5-INDEPENDENT,46,42.5,"$36,017.00 "
2010,3005,2854,SUNY COLLEGE OF TECH AT ALFRED,3-SUNY SO,46,39,"$55,048.97 "
2010,2215,2874,NIAGARA COMMUNITY COLLEGE,4-SUNY CC,45,35.17,"$75,999.02 "
2010,345,2744,KEUKA COLLEGE,5-INDEPENDENT,45,39.88,"$61,130.68 "
2010,130,2703,COL OF MT ST VINCENT 4YR SEM,5-INDEPENDENT,44,39.5,"$193,225.20 "
2010,2125,2876,ORANGE COUNTY COMMUNITY COLLEGE,4-SUNY CC,43,29.33,"$102,671.47 "
2010,675,2810,THE SAGE COLLEGES,5-INDEPENDENT,42,38.75,"$36,582.37 "
2010,1407,2697,CUNY QUEENSBOROUGH CC,2-CUNY CC,41,29.96,"$68,853.93 "
2010,505,2777,MEDAILLE COLLEGE,5-INDEPENDENT,40,35.83,"$44,158.80 "
2010,3010,2855,SUNY COLLEGE OF TECH AT CANTON,3-SUNY SO,40,31.21,"$73,305.58 "
2010,6005,2854,SUNY COLLEGE OF TECH AT ALFRED,3-SUNY SO,39,36.5,"$52,180.69 "
2010,4975,11678,SUNY INSTITUTE OF TECHNOLOGY,3-SUNY SO,39,34,"$72,067.83 "
2010,2000,2860,ADIRONDACK COMMUNITY COLLEGE,4-SUNY CC,38,32.25,"$48,818.52 "
2010,2070,2866,FASHION INST TECH-LOWER DIVISION,4-SUNY CC,36,31.5,"$94,925.88 "
2010,1050,2901,WELLS COLLEGE,5-INDEPENDENT,36,35.25,"$29,286.32 "
2010,965,7109,SUNY COLLEGE AT OLD WESTBURY (UG),3-SUNY SO,36,31.25,"$51,611.69 "
2010,2042,2863,CORNING COMMUNITY COLLEGE,4-SUNY CC,35,30.92,"$71,315.70 "
2010,1415,10097,CUNY MEDGER EVERS COLLEGE,1-CUNY SR,34,26.88,"$22,181.00 "
2010,715,2820,ST FRANCIS COLLEGE,5-INDEPENDENT,34,32,"$70,043.20 "
2010,2260,6788,TOMPKINS CORTLAND COMM COLLEGE,4-SUNY CC,34,27.5,"$63,016.98 "
2010,2252,6782,GENESEE COMMUNITY COLLEGE,4-SUNY CC,34,26,"$57,509.40 "
2010,1400,2692,CUNY BRONX CC,2-CUNY CC,33,21.79,"$26,643.66 "
2010,615,2798,PRATT INSTITUTE,5-INDEPENDENT,33,32.5,"$24,144.00 "
2010,6025,2858,SUNY COLLEGE OF TECH FARMINGDALE,3-SUNY SO,32,23.79,"$62,312.26 "
2010,960,2668,ALFRED UNIVERSITY,3-SUNY SO,31,29.5,"$20,872.00 "
2010,11,2667,DOWLING COLLEGE,5-INDEPENDENT,31,27,"$138,138.69 "
2010,975,2866,FASHION INST TECH UPPER DIVISION,4-SUNY CC,30,28,"$54,601.10 "
2010,420,2760,MANHATTANVILLE COLLEGE,5-INDEPENDENT,30,28,"$86,937.95 "
2010,7518,4799,MONROE COLLEGE,6-BUS. DEGREE,30,27.67,"$81,351.04 "
2010,535,20662,THE NEW SCHOOL,5-INDEPENDENT,29,27.75,"$65,027.77 "
2010,136,2704,COLL OF NEW ROCHELLE NEW RESOURCE,5-INDEPENDENT,28,28.71,"$46,476.87 "
2010,2035,2685,CAZENOVIA COLLEGE,5-INDEPENDENT,27,27,"$26,030.00 "
2010,7858,7468,SCHOOL OF VISUAL ARTS,6-BUS. DEGREE,27,26.5,"$105,598.60 "
2010,2025,2862,BROOME COMMUNITY COLLEGE,4-SUNY CC,26,17.75,"$20,287.42 "
2010,830,2832,ST THOMAS AQUINAS COLLEGE,5-INDEPENDENT,26,24,"$69,110.50 "
2010,3030,2859,MORRISVILLE STATE COLLEGE,3-SUNY SO,26,22.25,"$38,479.80 "
2010,2144,2812,TROCAIRE COLLEGE,5-INDEPENDENT,25,21.79,"$44,582.76 "
2010,2053,2864,DUTCHESS COMMUNITY COLLEGE,4-SUNY CC,25,21.21,"$40,160.74 "
2010,955,2853,SUNY MARITIME COLLEGE,3-SUNY SO,25,24,"$199,555.20 "
2010,6015,2856,SUNY COBLESKILL,3-SUNY SO,25,20.5,"$53,798.99 "
2010,2254,4788,HERKIMER COMMUNITY COLLEGE,4-SUNY CC,25,20,"$22,973.53 "
2010,2147,2877,ROCKLAND COMMUNITY COLLEGE,4-SUNY CC,24,19.42,"$79,503.51 "
2010,845,2813,SARAH LAWRENCE COLLEGE,5-INDEPENDENT,24,24,"$35,127.80 "
2010,6010,2855,SUNY COLLEGE OF TECH AT CANTON,3-SUNY SO,24,23,"$69,430.78 "
2010,2160,2881,WESTCHESTER COMMUNITY COLLEGE,4-SUNY CC,22,16.33,"$73,405.40 "
2010,6018,4799,MONROE COLLEGE,6-BUS. DEGREE,22,20.5,"$58,685.00 "
2010,5216,2693,CUNY JOHN JAY COLLEGE GRAD,1-CUNY SR,22,13.88,"$51,338.68 "
2010,5130,2837,SUNY BUFFALO,3-SUNY SO,22,17.33,"$80,024.41 "
2010,1401,8611,CUNY HOSTOS CC,2-CUNY CC,21,12.75,"$19,749.00 "
2010,2240,2867,FULTON MONTGOMERY COMM COLLEGE,4-SUNY CC,21,16.42,"$27,186.52 "
2010,171,2707,COLUMBIA UNIV,5-INDEPENDENT,20,17.75,"$88,881.63 "
2010,3020,2857,SUNY COLLEGE OF TECH AT DELHI,3-SUNY SO,20,17.5,"$103,507.40 "
2010,2005,2861,CAYUGA COMMUNITY COLLEGE,4-SUNY CC,19,14.38,"$29,702.10 "
2010,6140,2795,PAUL SMITHS COLLEGE,5-INDEPENDENT,19,17.5,"$38,664.10 "
2010,5060,2785,NEW YORK UNIVERSITY GRAD,5-INDEPENDENT,19,13.71,"$95,215.36 "
2010,2036,6787,CLINTON COMMUNITY COLLEGE,4-SUNY CC,18,12.96,"$33,552.36 "
2010,999,2834,EXCELSIOR COLLEGE,5-INDEPENDENT,18,8.79,"$22,751.25 "
2010,575,2790,NYACK COLLEGE,5-INDEPENDENT,18,13.08,"$27,239.48 "
2010,2243,6785,SCHENECTADY COUNTY COMM COLLEGE,4-SUNY CC,18,13.25,"$26,780.16 "
2010,5430,2838,SUNY STONY BROOK,3-SUNY SO,17,11.25,"$62,650.28 "
2010,1016,2894,UNIVERSITY OF ROCHESTER,5-INDEPENDENT,16,15.5,"$12,051.00 "
2010,7030,8556,BERKELEY COLLEGE,6-BUS. DEGREE,16,10.96,"$50,813.56 "
2010,5325,2810,THE SAGE COLLEGES,5-INDEPENDENT,15,7.42,"$158,266.14 "
2010,2235,2665,VAUGHN COLL AERONAUTICS TECH,5-INDEPENDENT,15,13,"$16,552.65 "
2010,2230,2880,ULSTER COMMUNITY COLLEGE,4-SUNY CC,15,10.92,"$17,469.30 "
2010,447,2769,MARYMOUNT MANHATTAN COLLEGE,5-INDEPENDENT,14,12.5,"$9,935.00 "
2010,5730,2805,ROBERTS WESLEYAN COLLEGE-GRAD,5-INDEPENDENT,14,11,"$176,675.64 "
2010,3025,2858,SUNY COLLEGE OF TECH FARMINGDALE,3-SUNY SO,14,11.5,"$72,008.11 "
2010,2178,7466,LAB INST OF MERCHANDISING,6-BUS. DEGREE,13,10.5,"$39,464.50 "
2010,6030,2859,MORRISVILLE STATE COLLEGE,3-SUNY SO,13,11.17,"$30,595.35 "
2010,3015,2856,SUNY COBLESKILL,3-SUNY SO,13,10.5,"$37,508.86 "
2010,7830,11031,TECHNICAL CAREER INSTITUTES,6-BUS. DEGREE,12,10.58,"$26,277.54 "
2010,5390,2835,SUNY AT ALBANY GRAD,3-SUNY SO,12,8.33,"$37,669.98 "
2010,5805,2777,MEDAILLE COLLEGE GRAD,5-INDEPENDENT,11,8.75,"$37,043.50 "
2010,5680,10286,SUC EMPIRE STATE COLLEGE,3-SUNY SO,11,3.5,"$16,561.99 "
2010,5395,2690,CUNY QUEENS COLLEGE GRAD,1-CUNY SR,11,4.92,"$19,935.77 "
2010,2050,2713,DOMINICAN COLLEGE OF BLAUVELT,5-INDEPENDENT,10,9.5,"$84,320.42 "
2010,7732,2678,BRYANT & STRATTON BUFFALO,6-BUS. DEGREE,10,8.13,"$16,804.63 "
2010,6020,2857,SUNY COLLEGE OF TECH AT DELHI,3-SUNY SO,10,9.5,"$36,327.20 "
2010,5775,2808,DAEMEN COLLEGE GRAD,5-INDEPENDENT,10,3.96,"$92,045.10 "
2010,1045,2900,WEBB INST OF NAVAL ARCH.,5-INDEPENDENT,9,9,"$4,266.00 "
2010,7725,30955,ASA INSTITUTE OF BUSINESS,6-BUS. DEGREE,9,7.5,"$9,535.05 "
2010,5403,2751,LONG ISLAND UNIVERSITY,5-INDEPENDENT,9,5.42,"$35,677.45 "
2010,2045,7304,CULINARY INSTITUTE OF AMERICA,5-INDEPENDENT,8,5.5,"$16,002.80 "
2010,7730,2678,BRYANT & STRATTON ALBANY,6-BUS. DEGREE,8,5,"$17,905.60 "
2010,5820,2883,SYRACUSE UNIVERSITY UTICA COLLEGE,5-INDEPENDENT,8,3,"$14,605.25 "
2010,5320,2806,ROCHESTER INSTITUTE OF TECHLGY,5-INDEPENDENT,8,6.67,"$31,433.50 "
2010,5020,2707,COLUMBIA U GRADUATE PROGRAMS,5-INDEPENDENT,8,6.25,"$30,482.37 "
2010,2083,2735,HILBERT COLLEGE,5-INDEPENDENT,7,6,"$10,154.15 "
2010,2075,12561,FIVE TOWNS COLLEGE,6-BUS. DEGREE,7,6.38,"$10,354.43 "
2010,2038,6789,COLUMBIA-GREENE COMMUNITY COLLEGE,4-SUNY CC,7,6.5,"$9,088.24 "
2010,1099,9769,METROPOLITAN COLLEGE OF NY,5-INDEPENDENT,7,7.5,"$25,741.95 "
2010,6315,10727,DEVRY COLLEGE OF NEW YORK,6-BUS. DEGREE,7,8,"$26,862.95 "
2010,5625,2842,SUC BUFFALO,3-SUNY SO,7,2.38,"$10,046.84 "
2010,5310,2791,PACE UNIVERSITY GRAD,5-INDEPENDENT,7,4.75,"$36,055.91 "
2010,5215,2688,CUNY CITY COLLEGE GRAD,1-CUNY SR,7,3.5,"$12,954.56 "
2010,5132,2837,SUNY BUFFALO,3-SUNY SO,7,6,"$29,274.60 "
2010,5045,2765,MARIST COLLEGE GRAD,5-INDEPENDENT,7,3,"$14,589.27 "
2010,2225,2879,SULLIVAN COMMUNITY COLLEGE,4-SUNY CC,7,5.5,"$9,177.40 "
2010,2040,2709,CONCORDIA COLLEGE,5-INDEPENDENT,6,5.25,"$18,750.05 "
2010,890,2840,SUNY UPSTATE MEDICAL UNIV,3-SUNY SO,6,5,"$16,581.30 "
2010,7734,2678,BRYANT & STRATTON ROCHESTER,6-BUS. DEGREE,6,5.5,"$26,732.60 "
2010,6262,20757,BRIARCLIFFE COLLEGE,6-BUS. DEGREE,6,5.25,"$31,446.00 "
2010,5799,2834,EXCELSIOR COLLEGE GRAD,5-INDEPENDENT,6,2.54,"$20,933.33 "
2010,5695,11678,SUNY INSTITUTE OF TECHNOLOGY,3-SUNY SO,6,2.5,"$48,144.98 "
